Class,Atom,Snippet,Line
com.yalantis.ucrop.view.OverlayView,Conditional Operator,changeHeight ? mTempRect.top : mCropViewRect.top,390
com.yalantis.ucrop.view.OverlayView,Conditional Operator,changeWidth ? mTempRect.right : mCropViewRect.right,391
com.yalantis.ucrop.view.OverlayView,Conditional Operator,changeHeight ? mTempRect.bottom : mCropViewRect.bottom,392
com.yalantis.ucrop.view.OverlayView,Logic as Control Flow,if ((((mTempRect.left > getLeft()) && (mTempRect.top > getTop())) && (mTempRect.right < getRight())) && (mTempRect.bottom < getBottom())) {     mCropViewRect.set(mTempRect);     updateGridPoints();     postInvalidate(); },377
com.yalantis.ucrop.view.OverlayView,Logic as Control Flow,(((mTempRect.left > getLeft()) && (mTempRect.top > getTop())) && (mTempRect.right < getRight())) && (mTempRect.bottom < getBottom()),377
com.yalantis.ucrop.view.OverlayView,Logic as Control Flow,(((mTempRect.left > getLeft()) && (mTempRect.top > getTop())) && (mTempRect.right < getRight())),377
com.yalantis.ucrop.view.OverlayView,Logic as Control Flow,if (((mFreestyleCropMode == FREESTYLE_CROP_MODE_ENABLE) && (closestPointIndex < 0)) && mCropViewRect.contains(touchX touchY)) {     return 4; },422
com.yalantis.ucrop.view.OverlayView,Logic as Control Flow,if ((mGridPoints == null) && (!mCropViewRect.isEmpty())) {     mGridPoints = new float[(mCropGridRowCount * 4) + (mCropGridColumnCount * 4)];     int index = 0;     for (int i = 0; i < mCropGridRowCount; i++) {         mGridPoints[index++] = mCropViewRect.left;         mGridPoints[index++] = (mCropViewRect.height() * ((((float) (i)) + 1.0F) / ((float) (mCropGridRowCount + 1)))) + mCropViewRect.top;         mGridPoints[index++] = mCropViewRect.right;         mGridPoints[index++] = (mCropViewRect.height() * ((((float) (i)) + 1.0F) / ((float) (mCropGridRowCount + 1)))) + mCropViewRect.top;     }     for (int i = 0; i < mCropGridColumnCount; i++) {         mGridPoints[index++] = (mCropViewRect.width() * ((((float) (i)) + 1.0F) / ((float) (mCropGridColumnCount + 1)))) + mCropViewRect.left;         mGridPoints[index++] = mCropViewRect.top;         mGridPoints[index++] = (mCropViewRect.width() * ((((float) (i)) + 1.0F) / ((float) (mCropGridColumnCount + 1)))) + mCropViewRect.left;         mGridPoints[index++] = mCropViewRect.bottom;     } },473
com.yalantis.ucrop.view.OverlayView,Type Conversion,(int) (mThisWidth / mTargetAspectRatio),236
com.yalantis.ucrop.view.OverlayView,Type Conversion,(int) (mThisHeight * mTargetAspectRatio),238
com.yalantis.ucrop.util.FastBitmapDrawable,Logic as Control Flow,if ((mBitmap != null) && (!mBitmap.isRecycled())) {     canvas.drawBitmap(mBitmap null getBounds() mPaint); },40
com.yalantis.ucrop.util.FileUtils,Logic as Control Flow,if ((cursor != null) && cursor.moveToFirst()) {     final int column_index = cursor.getColumnIndexOrThrow(column);     return cursor.getString(column_index); },115
com.yalantis.ucrop.util.FileUtils,Logic as Control Flow,if (isKitKat && DocumentsContract.isDocumentUri(context uri)) {     if (isExternalStorageDocument(uri)) {         final String docId = DocumentsContract.getDocumentId(uri);         final String[] split = docId.split(":");         final String type = split[0];         if ("primary".equalsIgnoreCase(type)) {             return (Environment.getExternalStorageDirectory() + "/") + split[1];         }     } else if (isDownloadsDocument(uri)) {         final String id = DocumentsContract.getDocumentId(uri);         if (!TextUtils.isEmpty(id)) {             try {                 final Uri contentUri = ContentUris.withAppendedId(Uri.parse("content://downloads/public_downloads") Long.valueOf(id));                 return getDataColumn(context contentUri null null);             } catch (NumberFormatException e) {                 Log.i(TAG e.getMessage());                 return null;             }         }     } else if (isMediaDocument(uri)) {         final String docId = DocumentsContract.getDocumentId(uri);         final String[] split = docId.split(":");         final String type = split[0];         Uri contentUri = null;         if ("image".equals(type)) {             contentUri = Media.EXTERNAL_CONTENT_URI;         } else if ("video".equals(type)) {             contentUri = Media.EXTERNAL_CONTENT_URI;         } else if ("audio".equals(type)) {             contentUri = Media.EXTERNAL_CONTENT_URI;         }         final String selection = "_id=?";         final String[] selectionArgs = new String[]{ split[1] };         return getDataColumn(context contentUri selection selectionArgs);     } } else if ("content".equalsIgnoreCase(uri.getScheme())) {     if (isGooglePhotosUri(uri)) {         return uri.getLastPathSegment();     }     return getDataColumn(context uri null null); } else if ("file".equalsIgnoreCase(uri.getScheme())) {     return uri.getPath(); },146
com.yalantis.ucrop.view.CropImageView,Infix Operator Precedence,deltaScale * currentScale - currentScale,313
com.yalantis.ucrop.view.CropImageView,Infix Operator Precedence,(cropRectWidth - drawableWidth * initialMinScale) / 2.0f + mCropRect.left,493
com.yalantis.ucrop.view.CropImageView,Infix Operator Precedence,(cropRectWidth - drawableWidth * initialMinScale) / 2.0f + mCropRect.left,493
com.yalantis.ucrop.view.CropImageView,Infix Operator Precedence,(cropRectHeight - drawableHeight * initialMinScale) / 2.0f + mCropRect.top,494
com.yalantis.ucrop.view.CropImageView,Infix Operator Precedence,(cropRectHeight - drawableHeight * initialMinScale) / 2.0f + mCropRect.top,494
com.yalantis.ucrop.view.CropImageView,Conditional Operator,(deltaLeft > 0) ? deltaLeft : 0,356
com.yalantis.ucrop.view.CropImageView,Conditional Operator,(deltaTop > 0) ? deltaTop : 0,357
com.yalantis.ucrop.view.CropImageView,Conditional Operator,(deltaRight < 0) ? deltaRight : 0,358
com.yalantis.ucrop.view.CropImageView,Conditional Operator,(deltaBottom < 0) ? deltaBottom : 0,359
com.yalantis.ucrop.view.CropImageView,Logic as Control Flow,if ((deltaScale > 1) && ((getCurrentScale() * deltaScale) <= getMaxScale())) {     super.postScale(deltaScale px py); } else if ((deltaScale < 1) && ((getCurrentScale() * deltaScale) >= getMinScale())) {     super.postScale(deltaScale px py); },244
com.yalantis.ucrop.view.CropImageView,Logic as Control Flow,if ((deltaScale < 1) && ((getCurrentScale() * deltaScale) >= getMinScale())) {     super.postScale(deltaScale px py); },246
com.yalantis.ucrop.view.CropImageView,Logic as Control Flow,if (mBitmapLaidOut && (!isImageWrapCropBounds())) {     float currentX = mCurrentImageCenter[0];     float currentY = mCurrentImageCenter[1];     float currentScale = getCurrentScale();     float deltaX = mCropRect.centerX() - currentX;     float deltaY = mCropRect.centerY() - currentY;     float deltaScale = 0;     mTempMatrix.reset();     mTempMatrix.setTranslate(deltaX deltaY);     final float[] tempCurrentImageCorners = Arrays.copyOf(mCurrentImageCorners mCurrentImageCorners.length);     mTempMatrix.mapPoints(tempCurrentImageCorners);     boolean willImageWrapCropBoundsAfterTranslate = isImageWrapCropBounds(tempCurrentImageCorners);     if (willImageWrapCropBoundsAfterTranslate) {         final float[] imageIndents = calculateImageIndents();         deltaX = -(imageIndents[0] + imageIndents[2]);         deltaY = -(imageIndents[1] + imageIndents[3]);     } else {         RectF tempCropRect = new RectF(mCropRect);         mTempMatrix.reset();         mTempMatrix.setRotate(getCurrentAngle());         mTempMatrix.mapRect(tempCropRect);         final float[] currentImageSides = RectUtils.getRectSidesFromCorners(mCurrentImageCorners);         deltaScale = Math.max(tempCropRect.width() / currentImageSides[0] tempCropRect.height() / currentImageSides[1]);         deltaScale = (deltaScale * currentScale) - currentScale;     }     if (animate) {         post(mWrapCropBoundsRunnable = new WrapCropBoundsRunnable(this mImageToWrapCropBoundsAnimDuration currentX currentY deltaX deltaY currentScale deltaScale willImageWrapCropBoundsAfterTranslate));     } else {         postTranslate(deltaX deltaY);         if (!willImageWrapCropBoundsAfterTranslate) {             zoomInImage(currentScale + deltaScale mCropRect.centerX() mCropRect.centerY());         }     } },281
com.yalantis.ucrop.view.CropImageView,Type Conversion,(int) (mThisWidth / mTargetAspectRatio),386
com.yalantis.ucrop.view.CropImageView,Type Conversion,(int) (mThisHeight * mTargetAspectRatio),388
com.yalantis.ucrop.task.BitmapLoadTask,Conditional Operator,(bitmap != null) ? bitmap.getByteCount() : 0,222
com.yalantis.ucrop.task.BitmapLoadTask,Logic as Control Flow,if ("http".equals(inputUriScheme) || "https".equals(inputUriScheme)) {     try {         downloadFile(mInputUri mOutputUri);     } catch (NullPointerException | IOException e) {         Log.e(TAG "Downloading failed" e);         throw e;     } } else if ((!"file".equals(inputUriScheme)) && (!"content".equals(inputUriScheme))) {     Log.e(TAG "Invalid Uri scheme " + inputUriScheme);     throw new IllegalArgumentException("Invalid Uri scheme" + inputUriScheme); },154
com.yalantis.ucrop.task.BitmapLoadTask,Logic as Control Flow,if ((!"file".equals(inputUriScheme)) && (!"content".equals(inputUriScheme))) {     Log.e(TAG "Invalid Uri scheme " + inputUriScheme);     throw new IllegalArgumentException("Invalid Uri scheme" + inputUriScheme); },161
com.yalantis.ucrop.util.RotationGestureDetector,Infix Operator Precedence,angleTo % 360.0f - angleFrom % 360.0f,88
com.yalantis.ucrop.util.RotationGestureDetector,Infix Operator Precedence,angleTo % 360.0f - angleFrom % 360.0f,88
com.yalantis.ucrop.util.RotationGestureDetector,Logic as Control Flow,if (((mPointerIndex1 != INVALID_POINTER_INDEX) && (mPointerIndex2 != INVALID_POINTER_INDEX)) && (event.getPointerCount() > mPointerIndex2)) {     float nfX;     float nfY;     float nsX;     float nsY;     nsX = event.getX(mPointerIndex1);     nsY = event.getY(mPointerIndex1);     nfX = event.getX(mPointerIndex2);     nfY = event.getY(mPointerIndex2);     if (mIsFirstTouch) {         mAngle = 0;         mIsFirstTouch = false;     } else {         calculateAngleBetweenLines(fX fY sX sY nfX nfY nsX nsY);     }     if (mListener != null) {         mListener.onRotation(this);     }     fX = nfX;     fY = nfY;     sX = nsX;     sY = nsY; },46
com.yalantis.ucrop.view.widget.HorizontalProgressWheelView,Infix Operator Precedence,-deltaX + mCanvasClipBounds.left + i * (mProgressLineWidth + mProgressLineMargin),111
com.yalantis.ucrop.view.widget.HorizontalProgressWheelView,Infix Operator Precedence,mCanvasClipBounds.centerY() - mProgressLineHeight / 4.0f,112
com.yalantis.ucrop.view.widget.HorizontalProgressWheelView,Infix Operator Precedence,-deltaX + mCanvasClipBounds.left + i * (mProgressLineWidth + mProgressLineMargin),113
com.yalantis.ucrop.view.widget.HorizontalProgressWheelView,Infix Operator Precedence,mCanvasClipBounds.centerY() + mProgressLineHeight / 4.0f,114
com.yalantis.ucrop.view.widget.HorizontalProgressWheelView,Infix Operator Precedence,mCanvasClipBounds.centerY() - mProgressLineHeight / 2.0f,117
com.yalantis.ucrop.view.widget.HorizontalProgressWheelView,Infix Operator Precedence,mCanvasClipBounds.centerY() + mProgressLineHeight / 2.0f,117
com.yalantis.ucrop.view.widget.HorizontalProgressWheelView,Type Conversion,(int) (255 * (i / (float) (linesCount / 4))),104
com.yalantis.ucrop.view.widget.HorizontalProgressWheelView,Type Conversion,(int) (255 * ((linesCount - i) / (float) (linesCount / 4))),106
com.yalantis.ucrop.util.CubicEasing,Infix Operator Precedence,end * ((time = time / duration - 1.0f) * time * time + 1.0f) + start,6
com.yalantis.ucrop.util.CubicEasing,Infix Operator Precedence,end * ((time = time / duration - 1.0f) * time * time + 1.0f) + start,6
com.yalantis.ucrop.util.CubicEasing,Infix Operator Precedence,time / duration - 1.0f,6
com.yalantis.ucrop.util.CubicEasing,Infix Operator Precedence,end * (time /= duration) * time * time + start,10
com.yalantis.ucrop.util.CubicEasing,Infix Operator Precedence,end / 2.0f * time * time * time + start,14
com.yalantis.ucrop.util.CubicEasing,Infix Operator Precedence,end / 2.0f * ((time -= 2.0f) * time * time + 2.0f) + start,14
com.yalantis.ucrop.util.CubicEasing,Infix Operator Precedence,end / 2.0f * ((time -= 2.0f) * time * time + 2.0f) + start,14
com.yalantis.ucrop.util.CubicEasing,Conditional Operator,(time /= duration / 2.0F) < 1.0F ? ((((end / 2.0F) * time) * time) * time) + start : ((end / 2.0F) * ((((time -= 2.0F) * time) * time) + 2.0F)) + start,14
com.yalantis.ucrop.UCropActivity,Infix Operator Precedence,mGestureCropImageView.getCurrentScale()                                     + delta * ((mGestureCropImageView.getMaxScale() - mGestureCropImageView.getMinScale()) / SCALE_WIDGET_SENSITIVITY_COEFFICIENT),533
com.yalantis.ucrop.UCropActivity,Infix Operator Precedence,mGestureCropImageView.getCurrentScale()                                     + delta * ((mGestureCropImageView.getMaxScale() - mGestureCropImageView.getMinScale()) / SCALE_WIDGET_SENSITIVITY_COEFFICIENT),536
com.yalantis.ucrop.UCropActivity,Conditional Operator,(compressFormat == null) ? DEFAULT_COMPRESS_FORMAT : compressFormat,226
com.yalantis.ucrop.UCropActivity,Conditional Operator,(mToolbarTitle != null) ? mToolbarTitle : getResources().getString(ucrop_label_edit_photo),295
com.yalantis.ucrop.UCropActivity,Conditional Operator,stateViewId == id.state_aspect_ratio ? View.VISIBLE : View.GONE,617
com.yalantis.ucrop.UCropActivity,Conditional Operator,stateViewId == id.state_rotate ? View.VISIBLE : View.GONE,618
com.yalantis.ucrop.UCropActivity,Conditional Operator,stateViewId == id.state_scale ? View.VISIBLE : View.GONE,619
com.yalantis.ucrop.UCropActivity,Conditional Operator,stateViewId == id.state_scale ? View.VISIBLE : View.GONE,635
com.yalantis.ucrop.UCropActivity,Conditional Operator,stateViewId == id.state_aspect_ratio ? View.VISIBLE : View.GONE,636
com.yalantis.ucrop.UCropActivity,Conditional Operator,stateViewId == id.state_rotate ? View.VISIBLE : View.GONE,637
com.yalantis.ucrop.UCropActivity,Logic as Control Flow,if ((aspectRatioList != null) && (aspectRationSelectedByDefault < aspectRatioList.size())) {     mGestureCropImageView.setTargetAspectRatio(aspectRatioList.get(aspectRationSelectedByDefault).getAspectRatioX() / aspectRatioList.get(aspectRationSelectedByDefault).getAspectRatioY()); } else {     mGestureCropImageView.setTargetAspectRatio(CropImageView.SOURCE_IMAGE_ASPECT_RATIO); },269
com.yalantis.ucrop.UCropActivity,Logic as Control Flow,if ((aspectRatioList == null) || aspectRatioList.isEmpty()) {     aspectRationSelectedByDefault = 2;     aspectRatioList = new ArrayList<>();     aspectRatioList.add(new AspectRatio(null 1 1));     aspectRatioList.add(new AspectRatio(null 3 4));     aspectRatioList.add(new AspectRatio(getString(ucrop_label_original).toUpperCase() CropImageView.SOURCE_IMAGE_ASPECT_RATIO CropImageView.SOURCE_IMAGE_ASPECT_RATIO));     aspectRatioList.add(new AspectRatio(null 3 2));     aspectRatioList.add(new AspectRatio(null 16 9)); },438
com.yalantis.ucrop.UCropActivity,Type Conversion,(int) (scale * 100),569
com.yalantis.ucrop.UCropFragment,Infix Operator Precedence,mGestureCropImageView.getCurrentScale()                                     + delta * ((mGestureCropImageView.getMaxScale() - mGestureCropImageView.getMinScale()) / SCALE_WIDGET_SENSITIVITY_COEFFICIENT),416
com.yalantis.ucrop.UCropFragment,Infix Operator Precedence,mGestureCropImageView.getCurrentScale()                                     + delta * ((mGestureCropImageView.getMaxScale() - mGestureCropImageView.getMinScale()) / SCALE_WIDGET_SENSITIVITY_COEFFICIENT),419
com.yalantis.ucrop.UCropFragment,Conditional Operator,(compressFormat == null) ? DEFAULT_COMPRESS_FORMAT : compressFormat,207
com.yalantis.ucrop.UCropFragment,Conditional Operator,stateViewId == id.state_aspect_ratio ? View.VISIBLE : View.GONE,500
com.yalantis.ucrop.UCropFragment,Conditional Operator,stateViewId == id.state_rotate ? View.VISIBLE : View.GONE,501
com.yalantis.ucrop.UCropFragment,Conditional Operator,stateViewId == id.state_scale ? View.VISIBLE : View.GONE,502
com.yalantis.ucrop.UCropFragment,Conditional Operator,stateViewId == id.state_scale ? View.VISIBLE : View.GONE,519
com.yalantis.ucrop.UCropFragment,Conditional Operator,stateViewId == id.state_aspect_ratio ? View.VISIBLE : View.GONE,520
com.yalantis.ucrop.UCropFragment,Conditional Operator,stateViewId == id.state_rotate ? View.VISIBLE : View.GONE,521
com.yalantis.ucrop.UCropFragment,Logic as Control Flow,if ((aspectRatioList != null) && (aspectRationSelectedByDefault < aspectRatioList.size())) {     mGestureCropImageView.setTargetAspectRatio(aspectRatioList.get(aspectRationSelectedByDefault).getAspectRatioX() / aspectRatioList.get(aspectRationSelectedByDefault).getAspectRatioY()); } else {     mGestureCropImageView.setTargetAspectRatio(CropImageView.SOURCE_IMAGE_ASPECT_RATIO); },250
com.yalantis.ucrop.UCropFragment,Logic as Control Flow,if ((aspectRatioList == null) || aspectRatioList.isEmpty()) {     aspectRationSelectedByDefault = 2;     aspectRatioList = new ArrayList<>();     aspectRatioList.add(new AspectRatio(null 1 1));     aspectRatioList.add(new AspectRatio(null 3 4));     aspectRatioList.add(new AspectRatio(getString(ucrop_label_original).toUpperCase() CropImageView.SOURCE_IMAGE_ASPECT_RATIO CropImageView.SOURCE_IMAGE_ASPECT_RATIO));     aspectRatioList.add(new AspectRatio(null 3 2));     aspectRatioList.add(new AspectRatio(null 16 9)); },321
com.yalantis.ucrop.UCropFragment,Type Conversion,(int) (scale * 100),452
com.yalantis.ucrop.view.widget.AspectRatioTextView,Infix Operator Precedence,(mCanvasClipBounds.bottom - mCanvasClipBounds.top / 2f) - mDotSize * MARGIN_MULTIPLIER,100
com.yalantis.ucrop.view.widget.AspectRatioTextView,Infix Operator Precedence,(mCanvasClipBounds.bottom - mCanvasClipBounds.top / 2f) - mDotSize * MARGIN_MULTIPLIER,100
com.yalantis.ucrop.view.widget.AspectRatioTextView,Type Conversion,(int) mAspectRatioX,164
com.yalantis.ucrop.view.widget.AspectRatioTextView,Type Conversion,(int) mAspectRatioY,164
com.yalantis.ucrop.task.BitmapCropTask,Logic as Control Flow,((((((mMaxResultImageSizeX > 0) && (mMaxResultImageSizeY > 0)) || (Math.abs(mCropRect.left - mCurrentImageRect.left) > pixelError)) || (Math.abs(mCropRect.top - mCurrentImageRect.top) > pixelError)) || (Math.abs(mCropRect.bottom - mCurrentImageRect.bottom) > pixelError)) || (Math.abs(mCropRect.right - mCurrentImageRect.right) > pixelError)) || (mCurrentAngle != 0),240
com.yalantis.ucrop.task.BitmapCropTask,Logic as Control Flow,((((((mMaxResultImageSizeX > 0) && (mMaxResultImageSizeY > 0)) || (Math.abs(mCropRect.left - mCurrentImageRect.left) > pixelError)) || (Math.abs(mCropRect.top - mCurrentImageRect.top) > pixelError)) || (Math.abs(mCropRect.bottom - mCurrentImageRect.bottom) > pixelError)) || (Math.abs(mCropRect.right - mCurrentImageRect.right) > pixelError)),240
com.yalantis.ucrop.task.BitmapCropTask,Logic as Control Flow,(((((mMaxResultImageSizeX > 0) && (mMaxResultImageSizeY > 0)) || (Math.abs(mCropRect.left - mCurrentImageRect.left) > pixelError)) || (Math.abs(mCropRect.top - mCurrentImageRect.top) > pixelError)) || (Math.abs(mCropRect.bottom - mCurrentImageRect.bottom) > pixelError)),240
com.yalantis.ucrop.task.BitmapCropTask,Logic as Control Flow,((((mMaxResultImageSizeX > 0) && (mMaxResultImageSizeY > 0)) || (Math.abs(mCropRect.left - mCurrentImageRect.left) > pixelError)) || (Math.abs(mCropRect.top - mCurrentImageRect.top) > pixelError)),240
com.yalantis.ucrop.util.ImageHeaderParser,Infix Operator Precedence,ifdOffset + 2 + 12 * tagIndex,284
com.yalantis.ucrop.util.ImageHeaderParser,Logic as Control Flow,if ((tagValueOffset < 0) || (tagValueOffset > segmentData.length())) {     if (Log.isLoggable(TAG DEBUG)) {         Log.d(TAG (("Illegal tagValueOffset=" + tagValueOffset) + " tagType=") + tagType);     }     continue; },262
com.yalantis.ucrop.util.ImageHeaderParser,Logic as Control Flow,if ((byteCount < 0) || ((tagValueOffset + byteCount) > segmentData.length())) {     if (Log.isLoggable(TAG DEBUG)) {         Log.d(TAG "Illegal number of bytes for TI tag data tagType=" + tagType);     }     continue; },269
com.yalantis.ucrop.util.ImageHeaderParser,Logic as Control Flow,while ((toRead > 0) && ((read = is.read(buffer byteCount - toRead toRead)) != (-1))) {     toRead -= read; } ,378
com.yalantis.ucrop.util.ImageHeaderParser,Type Conversion,(short) (is.read() & 0xFF),344
com.yalantis.ucrop.view.TransformImageView,Conditional Operator,(imageOutputUri != null) ? imageOutputUri.getPath() : null,159
com.yalantis.ucrop.view.TransformImageView,Logic as Control Flow,if ((getDrawable() == null) || (!(getDrawable() instanceof FastBitmapDrawable))) {     return null; } else {     return ((FastBitmapDrawable) (getDrawable())).getBitmap(); },216
com.yalantis.ucrop.view.TransformImageView,Type Conversion,(int) w,303
com.yalantis.ucrop.view.TransformImageView,Type Conversion,(int) h,303
