Class,Atom,Snippet,Line
com.google.common.jimfs.UnixAttributeProvider,Change of Literal Encoding,result |= 0100,144
com.google.common.jimfs.UnixAttributeProvider,Change of Literal Encoding,result |= 040,147
com.google.common.jimfs.UnixAttributeProvider,Change of Literal Encoding,result |= 020,150
com.google.common.jimfs.UnixAttributeProvider,Change of Literal Encoding,result |= 010,153
com.google.common.jimfs.UnixAttributeProvider,Change of Literal Encoding,result |= 04,156
com.google.common.jimfs.UnixAttributeProvider,Change of Literal Encoding,result |= 02,159
com.google.common.jimfs.UnixAttributeProvider,Change of Literal Encoding,result |= 01,162
com.google.common.jimfs.FileSystemState,Logic as Control Flow,do {     for (Closeable resource : resources) {         try {             resource.close();         } catch (Throwable e) {             if (thrown == null) {                 thrown = e;             } else {                 thrown.addSuppressed(e);             }         } finally {             resources.remove(resource);         }     } } while ((registering.get() > 0) || (!resources.isEmpty()) ),125
com.google.common.jimfs.StandardAttributeProviders,Logic as Control Flow,if ((provider == null) && view.equals("unix")) {     return new UnixAttributeProvider(); },50
com.google.common.jimfs.RegularFile,Post Increment Decrement,blocks[blockCount++],121
com.google.common.jimfs.RegularFile,Pre Increment Decrement,((--openCount) == 0),185
com.google.common.jimfs.RegularFile,Pre Increment Decrement,blocks[++blockIndex],261
com.google.common.jimfs.RegularFile,Pre Increment Decrement,blocks[++blockIndex],317
com.google.common.jimfs.RegularFile,Pre Increment Decrement,blocks[++blockIndex],356
com.google.common.jimfs.RegularFile,Pre Increment Decrement,blockForWrite(++blockIndex),428
com.google.common.jimfs.RegularFile,Pre Increment Decrement,int index = ++blockIndex,489
com.google.common.jimfs.RegularFile,Pre Increment Decrement,int index = ++blockIndex,520
com.google.common.jimfs.RegularFile,Pre Increment Decrement,int index = ++blockIndex,576
com.google.common.jimfs.RegularFile,Type Conversion,(int) (position / disk.blockSize()),601
com.google.common.jimfs.Options,Conditional Operator,options.length == 0 ? FOLLOW_LINKS : NOFOLLOW_LINKS,63
com.google.common.jimfs.Options,Conditional Operator,options.contains(LinkOption.NOFOLLOW_LINKS) ? DEFAULT_READ_NOFOLLOW_LINKS : DEFAULT_READ,83
com.google.common.jimfs.Options,Conditional Operator,((ImmutableSet<OpenOption>) ((ImmutableSet<?>) (nofollowLinks ? NOFOLLOW_LINKS : FOLLOW_LINKS))),110
com.google.common.jimfs.Options,Conditional Operator,options.contains(WRITE) ? ImmutableSet.copyOf(options) : ImmutableSet.<OpenOption>builder().add(WRITE).addAll(options).build(),131
com.google.common.jimfs.Options,Logic as Control Flow,boolean write = append || options.contains(WRITE),73
com.google.common.jimfs.Options,Logic as Control Flow,boolean read = (!write) || options.contains(READ),74
com.google.common.jimfs.FileSystemView,Conditional Operator,store.supportsFeature(Feature.SECURE_DIRECTORY_STREAM) ? stream : new DowngradedDirectoryStream(stream),128
com.google.common.jimfs.FileSystemView,Conditional Operator,(sameFileSystem) ? AttributeCopyOption.ALL : AttributeCopyOption.BASIC,568
com.google.common.jimfs.FileSystemView,Logic as Control Flow,if ((!entry.name().equals(Name.SELF)) && (!entry.name().equals(Name.PARENT))) {     modifiedTimes.put(entry.name() entry.file().getLastModifiedTime()); },160
com.google.common.jimfs.FileSystemView,Logic as Control Flow,return (file != null) && Objects.equals(file file2),185
com.google.common.jimfs.FileSystemView,Logic as Control Flow,if (options.contains(CREATE) || options.contains(CREATE_NEW)) {     return getOrCreateRegularFileWithWriteLock(path options attrs); } else {     throw new NoSuchFileException(path.toString()); },297
com.google.common.jimfs.FileSystemView,Logic as Control Flow,if (options.contains(TRUNCATE_EXISTING) && options.contains(WRITE)) {     file.writeLock().lock();     try {         file.truncate(0);     } finally {         file.writeLock().unlock();     } },349
com.google.common.jimfs.FileSystemView,Logic as Control Flow,if ((file == workingDirectory) && (!path.isAbsolute())) {     throw new FileSystemException(path.toString() null "invalid argument"); },482
com.google.common.jimfs.FileSystemView,Logic as Control Flow,if (move && sourceFile.isDirectory()) {     if (sameFileSystem) {         checkMovable(sourceFile source);         checkNotAncestor(sourceFile destParent destView);     } else {         checkDeletable(sourceFile DeleteMode.ANY source);     } },524
com.google.common.jimfs.File,Logic as Control Flow,return isDirectory() && equals(((Directory) (this)).parent()),128
com.google.common.jimfs.JimfsFileSystemProvider,Conditional Operator,checkedPath.getJimfsFileSystem().getFileStore().supportsFeature(FILE_CHANNEL) ? channel : new DowngradedSeekableByteChannel(channel),164
com.google.common.jimfs.JimfsFileSystemProvider,Logic as Control Flow,return (path.getNameCount() > 0) && path.getFileName().toString().startsWith("."),309
com.google.common.jimfs.PathType,Logic as Control Flow,return (root != null) && Iterables.isEmpty(names),229
com.google.common.jimfs.Configuration,Conditional Operator,(builder.attributeProviders == null) ? ImmutableSet.<AttributeProvider>of() : ImmutableSet.copyOf(builder.attributeProviders),257
com.google.common.jimfs.Configuration,Conditional Operator,(builder.defaultAttributeValues == null) ? ImmutableMap.<String Object>of() : ImmutableMap.copyOf(builder.defaultAttributeValues),261
com.google.common.jimfs.Configuration,Conditional Operator,(configuration.attributeProviders.isEmpty()) ? null : new HashSet<>(configuration.attributeProviders),368
com.google.common.jimfs.Configuration,Conditional Operator,(configuration.defaultAttributeValues.isEmpty()) ? null : new HashMap<>(configuration.defaultAttributeValues),372
com.google.common.jimfs.JimfsPath,Conditional Operator,names.isEmpty() ? null : getName(names.size() - 1),124
com.google.common.jimfs.JimfsPath,Conditional Operator,Iterables.elementsEqual(newNames names) ? this : pathService.createPath(root newNames),220
com.google.common.jimfs.JimfsPath,Conditional Operator,(otherNames.size() <= sharedSubsequenceLength) ? ImmutableList.<Name>of() : otherNames.subList(sharedSubsequenceLength otherNames.size()),332
com.google.common.jimfs.JimfsPath,Conditional Operator,isAbsolute() ? this : getJimfsFileSystem().getWorkingDirectory().resolve(this),348
com.google.common.jimfs.JimfsPath,Logic as Control Flow,return ((root == null) && (names.size() == 1)) && names.get(0).toString().isEmpty(),91
com.google.common.jimfs.JimfsPath,Logic as Control Flow,((root == null) && (names.size() == 1)) && names.get(0).toString().isEmpty(),91
com.google.common.jimfs.JimfsPath,Logic as Control Flow,if (names.isEmpty() || ((names.size() == 1) && (root == null))) {     return null; },129
com.google.common.jimfs.JimfsPath,Logic as Control Flow,checkArgument((index >= 0) && (index < names.size()) "index (%s) must be >= 0 and < name count (%s)" index names.size()),144
com.google.common.jimfs.JimfsPath,Logic as Control Flow,((beginIndex >= 0) && (endIndex <= names.size())) && (endIndex > beginIndex),154
com.google.common.jimfs.JimfsPath,Logic as Control Flow,return (list.size() >= other.size()) && list.subList(0 other.size()).equals(other),164
com.google.common.jimfs.JimfsPath,Logic as Control Flow,return (((otherPath != null) && getFileSystem().equals(otherPath.getFileSystem())) && Objects.equals(root otherPath.root)) && startsWith(names otherPath.names),170
com.google.common.jimfs.JimfsPath,Logic as Control Flow,(((otherPath != null) && getFileSystem().equals(otherPath.getFileSystem())) && Objects.equals(root otherPath.root)) && startsWith(names otherPath.names),170
com.google.common.jimfs.JimfsPath,Logic as Control Flow,(((otherPath != null) && getFileSystem().equals(otherPath.getFileSystem())) && Objects.equals(root otherPath.root)),170
com.google.common.jimfs.JimfsPath,Logic as Control Flow,if ((lastName != null) && (!lastName.equals(Name.PARENT))) {     newNames.removeLast(); } else if (!isAbsolute()) {     newNames.add(name); },209
com.google.common.jimfs.JimfsPath,Logic as Control Flow,if ((getNameCount() == 0) || ((getNameCount() == 1) && (!isAbsolute()))) {     return true; },228
com.google.common.jimfs.JimfsPath,Logic as Control Flow,(getNameCount() == 0) || ((getNameCount() == 1) && (!isAbsolute())),228
com.google.common.jimfs.JimfsPath,Logic as Control Flow,if (isEmptyPath() || otherPath.isAbsolute()) {     return otherPath; },264
com.google.common.jimfs.JimfsPath,Logic as Control Flow,return (obj instanceof JimfsPath) && (compareTo(((JimfsPath) (obj))) == 0),421
com.google.common.jimfs.JimfsPath,Logic as Control Flow,if ((checkNotNull(other) instanceof JimfsPath) && other.getFileSystem().equals(getFileSystem())) {     return ((JimfsPath) (other)); },436
com.google.common.jimfs.UnixPathType,Conditional Operator,(path.startsWith("/")) ? "/" : null,46
com.google.common.jimfs.UnixPathType,Logic as Control Flow,if (directory || (builder.length() == 0)) {     builder.append('/'); },74
com.google.common.jimfs.PollingWatchService,Logic as Control Flow,if ((!(watchable instanceof JimfsPath)) || (!isSameFileSystem(((Path) (watchable))))) {     throw new IllegalArgumentException((("watchable (" + watchable) + ") must be a Path ") + "associated with the same file system as this watch service"); },113
com.google.common.jimfs.PollingWatchService,Logic as Control Flow,if ((newModifiedTime != null) && (!modifiedTime.equals(newModifiedTime))) {     key.post(new Event<>(ENTRY_MODIFY 1 pathService.createFileName(name)));     changesPosted = true; },240
com.google.common.jimfs.AttributeService,Logic as Control Flow,if ((attrs.size() > 1) && attrs.contains(ALL_ATTRIBUTES)) {     throw new IllegalArgumentException("invalid attributes: " + attributes); },314
com.google.common.jimfs.AttributeService,Logic as Control Flow,if ((attrs.size() == 1) && attrs.contains(ALL_ATTRIBUTES)) {     AttributeProvider provider = providersByName.get(view);     readAll(file provider result);     for (String inheritedView : provider.inherits()) {         AttributeProvider inheritedProvider = providersByName.get(inheritedView);         readAll(file inheritedProvider result);     } } else {     for (String attr : attrs) {         result.put(attr getAttribute(file view attr));     } },320
com.google.common.jimfs.AttributeService,Logic as Control Flow,if (((separatorIndex == 0) || (separatorIndex == (attribute.length() - 1))) || (attribute.indexOf(':' separatorIndex + 1) != (-1))) {     throw new IllegalArgumentException("illegal attribute format: " + attribute); },374
com.google.common.jimfs.AttributeService,Logic as Control Flow,((separatorIndex == 0) || (separatorIndex == (attribute.length() - 1))) || (attribute.indexOf(':' separatorIndex + 1) != (-1)),374
com.google.common.jimfs.AttributeService,Logic as Control Flow,if ((attributeNames.size() != 1) || ALL_ATTRIBUTES.equals(attributeNames.get(0))) {     throw new IllegalArgumentException("must specify a single attribute: " + attribute); },395
com.google.common.jimfs.BasicAttributeProvider,Logic as Control Flow,return ((!file.isDirectory()) && (!file.isRegularFile())) && (!file.isSymbolicLink()),73
com.google.common.jimfs.BasicAttributeProvider,Logic as Control Flow,((!file.isDirectory()) && (!file.isRegularFile())) && (!file.isSymbolicLink()),73
com.google.common.jimfs.AttributeProvider,Conditional Operator,(expectedTypes.length == 1) ? expectedTypes[0] : "one of " + Arrays.toString(expectedTypes),168
com.google.common.jimfs.SystemJimfsFileSystemProvider,Logic as Control Flow,return (isNullOrEmpty(uri.getPath()) && isNullOrEmpty(uri.getQuery())) && isNullOrEmpty(uri.getFragment()),152
com.google.common.jimfs.SystemJimfsFileSystemProvider,Logic as Control Flow,(isNullOrEmpty(uri.getPath()) && isNullOrEmpty(uri.getQuery())) && isNullOrEmpty(uri.getFragment()),152
com.google.common.jimfs.JimfsInputStream,Post Increment Decrement,file.read(pos++),62
